Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-MEXP-1315	RNAi knock down of the DNA-repair enzyme and transcriptional co-activator APE1 in human HeLa cells	transcription profiling by array	Homo sapiens	6	2009-02-02	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1315/E-MEXP-1315.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1315/E-MEXP-1315.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1315/
E-MEXP-1621	Transcription profiling of human nucleated bone marrow cells and peripheral blood leukocytes collecte from patients after myocardial infarction	transcription profiling by array	Homo sapiens	4	2009-01-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1621/E-MEXP-1621.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1621/E-MEXP-1621.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1621/
E-TABM-628	MicroRNA profiling of human chronic lymphocytic leukemia cells in reponse to the chromatin modifying agent LBH589	microRNA profiling by array	Homo sapiens	12	2009-01-28	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-628/E-TABM-628.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-628/
E-TABM-484	Comparative genomic hybridization of human breast cancer samples to compare molecular characterization and response to chemotherapy	comparative genomic hybridization by array	Homo sapiens	111	2009-01-20	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-484/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-484/
E-MTAB-81	Transcription profiling of human testis, primary myeloma cell and normal tissue samples to identify novel cancer-testis genes	transcription profiling by array	Homo sapiens	166	2009-01-20	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-81/E-MTAB-81.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-81/
E-TABM-311	Transcription profiling by array of human adrenocortical tumors to identify molecular predictors of diagnosis and prognosis	transcription profiling by array	Homo sapiens	106	2009-01-15	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-311/E-TABM-311.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-311/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-311/
E-MEXP-1989	Transcription profiling of human brain endothelial cells treated with TNF then incubated with platelets, P.falciparum-parasited red blood cells or normal red blood cells	transcription profiling by array	Homo sapiens	72	2009-01-15	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1989/E-MEXP-1989.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1989/E-MEXP-1989.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1989/
E-MEXP-1330	Genotyping of humanglioblastoma tissue samples, cell lines and explants	genotyping by array	Homo sapiens	81	2009-01-13	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1330/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1330/
E-MEXP-1772	Transcription profiling of human leukemia cell lines reveals Myc inhibits p27-induced erythroid differentiation	transcription profiling by array	Homo sapiens	4	2009-01-10	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1772/E-MEXP-1772.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1772/E-MEXP-1772.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1772/
E-MEXP-1457	Transcription profiling of human breast carcinoma cells before and after snail induction to study the epithelial to mesenchymal cell phenotype conversion	transcription profiling by array	Homo sapiens	9	2009-01-06	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1457/E-MEXP-1457.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1457/
E-MEXP-1896	Transcription profiling of human 293T cells transfected with HIPK2 or an empty vector and exposed to either hypoxia or normoxia conditions	transcription profiling by array	Homo sapiens	4	2009-01-05	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1896/E-MEXP-1896.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1896/E-MEXP-1896.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1896/
E-TABM-577	Transcription profiling by array of human placenta samples from patients with villitis	transcription profiling by array	Homo sapiens	20	2009-01-04	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-577/E-TABM-577.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-577/E-TABM-577.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-577/
E-MTAB-47	Transcription profiling of human pleural mesothelioma versus parietal and visceral pleura	transcription profiling by array	Homo sapiens	20	2009-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-47/E-MTAB-47.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-47/E-MTAB-47.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-47/
E-MEXP-1904	Transcription profiling of human monocyte-derived macrophages infected with HIV-1 or uninfected and stimulated with E. coli lipopolysaccharide	transcription profiling by array	Homo sapiens	40	2009-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1904/E-MEXP-1904.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1904/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1904/
E-MEXP-1889	Methylation profiling of different stages of human mammary epithelial cells from pre-statis to cancer	methylation profiling by array	Homo sapiens	48	2009-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1889/E-MEXP-1889.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1889/E-MEXP-1889.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1889/
E-MEXP-1812	Transcription profiling of lymphocytes from allergic and tolerant patients after stimulation with p-phenylenediamine and Bandrowskis base	transcription profiling by array	Homo sapiens	24	2009-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1812/E-MEXP-1812.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1812/E-MEXP-1812.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1812/
E-MEXP-1790	MicroRNA profiling of human HeLa cells in hypoxia or normoxia	microRNA profiling by array	Homo sapiens	1	2009-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1790/E-MEXP-1790.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1790/E-MEXP-1790.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1790/
E-MEXP-1130	Transcription profiling time series of human epithelial cells during development	transcription profiling by array	Homo sapiens	15	2009-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1130/E-MEXP-1130.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1130/E-MEXP-1130.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1130/
E-TABM-585	Transcription profiling by array of human lung cancer cells after treatment with dasatinib, imatinib, nilotinib or PD0325901	transcription profiling by array	Homo sapiens	111	2008-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-585/E-TABM-585.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-585/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-585/
E-TABM-308	Comparative genomic hybridization of a mother and daughter with a familial translocation t(2;6)(p25;p21) balanced in the mother and unbalanced in the daughter to determine breakpoint location and contribute to a map of haplotolerant genes	comparative genomic hybridization by array	Homo sapiens	4	2008-12-31	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-308/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-308/
E-MTAB-16	Transcription profiling by array of human neuroblastoma samples from patients with various survival times	transcription profiling by array	Homo sapiens	376	2008-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-16/E-MTAB-16.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-16/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-16/
E-MEXP-1692	Transcription profiling of human 5-FU/VCPT-11 responding and non-responding metastatic colorectal cancer biopsies	transcription profiling by array	Homo sapiens	20	2008-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1692/E-MEXP-1692.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1692/E-MEXP-1692.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1692/
E-MEXP-1562	Comparative genomic hybridization of human glioblastoma biopsies and reference DNA to identify chromosomal abberrations	comparative genomic hybridization by array	Homo sapiens	10	2008-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1562/E-MEXP-1562.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1562/E-MEXP-1562.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1562/
E-MEXP-1477	Transcription profiling of human pneumocytes after injury caused by wild type, descapsulated mutant and LPS O-Chain mutant Klebsiella pneumoniae strains at different time points	transcription profiling by array	Homo sapiens	96	2008-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1477/E-MEXP-1477.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1477/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1477/
E-MEXP-862	Transcription profiling of blood from human patients with chronic myeloid leukemia harboring different bcr-abl transcript variants	transcription profiling by array	Homo sapiens	15	2008-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-862/E-MEXP-862.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-862/E-MEXP-862.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-862/
E-MEXP-804	Transcription profiling of human pancreas from patients with autoimmune pancreatitis and alcohol-induced chronic pancreatitis	transcription profiling by array	Homo sapiens	9	2008-12-31	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-804/E-MEXP-804.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-804/
E-TABM-398	Comparative genomic hybridization of human cervical cancer tumor samples to calculate absolute DNA copy numbers	comparative genomic hybridization by array	Homo sapiens	99	2008-12-20	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-398/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-398/
E-MEXP-1845	Transcription profiling of human embyronic kidney cells and mouse L929 cells grown in culture with microspheres	transcription profiling by array	Homo sapiens, Mus musculus	8	2008-12-20	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1845/E-MEXP-1845.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1845/
E-MEXP-1852	Comparative genomic hybridization of human hepatoblastomas identifies two tumor subclasses resembling distinct phases of liver development	comparative genomic hybridization by array	Homo sapiens	24	2008-12-19	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1852/E-MEXP-1852.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1852/E-MEXP-1852.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1852/
E-TABM-599	Transcription profiling time series of human HeLa cells cultivated while sterol depleted from the medium	transcription profiling by array	Homo sapiens	13	2008-12-17	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-599/E-TABM-599.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-599/
E-TABM-494	MicroRNA profiling of human HeLa cells overexpressing p19 H-Ras	microRNA profiling by array	Homo sapiens	9	2008-12-12	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-494/E-TABM-494.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-494/E-TABM-494.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-494/
E-MEXP-1164	Transcription profiling of human gastric tumors and adjacent non-cancerous mucosa compared to gastric mucosa in healthy individuals	transcription profiling by array	Homo sapiens	21	2008-12-12	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1164/E-MEXP-1164.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1164/
E-MEXP-1021	Transcription profiling of human mesenchymal stem cell-derived osteoblasts following RNAi knock down of phosphodiesterase 7 and 8A	transcription profiling by array	Homo sapiens	4	2008-12-12	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1021/E-MEXP-1021.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1021/
E-MEXP-1613	Transcription profiling of human peripheral monocytes infected with three gram-positive bacterial pathogens (Listeria monocytogenes, Staphylococcus aureus and Streptococcus pneumoniae)	transcription profiling by array	Homo sapiens	40	2008-12-08	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1613/E-MEXP-1613.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1613/E-MEXP-1613.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1613/
E-TABM-391	Transcription profiling of human CD4+ leukemia Jurkat T-cells in which the PI3K pathway is constitutively turned-on and FOXO1 transcriptional activity strongly repressed	transcription profiling by array	Homo sapiens	4	2008-12-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-391/E-TABM-391.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-391/
E-MEXP-1860	MicroRNA profiling of human peripheral blood leukocytes before and after stimulation with E. coli lipopolysaccharide	microRNA profiling by array	Homo sapiens	9	2008-12-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1860/E-MEXP-1860.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1860/E-MEXP-1860.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1860/
E-TABM-594	Chromatin immunopreciptiation to detect H3K27me3 variations in human gastric cancer samples	ChIP-chip by array	Homo sapiens	2	2008-11-30	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-594/E-TABM-594.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-594/E-TABM-594.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-594/
E-TABM-387	Transcription profiling of human lung squamous cell carcinoma tissue and adjacent normal lung tissue on a disease-focused microarray	transcription profiling by array	Homo sapiens	10	2008-11-30	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-387/E-TABM-387.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-387/E-TABM-387.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-387/
E-TABM-399	Comparative genomic hybridization of human lymph node tumor samples to calculate absolute DNA copy numbers	comparative genomic hybridization by array	Homo sapiens	94	2008-11-20	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-399/E-TABM-399.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-399/
E-TABM-377	Transcription profiling of subcutaneous adipose tissue of lean and overweight men after short-term nutritional intervention with control or PUFA-enriched spreads	transcription profiling by array	Homo sapiens	34	2008-11-19	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-377/E-TABM-377.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-377/E-TABM-377.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-377/
E-MEXP-1796	MicroRNA profiling of human glioblastoma specimens and normal adjacent tissue	microRNA profiling by array	Homo sapiens	4	2008-11-19	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1796/E-MEXP-1796.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1796/
E-MTAB-38	Genotyping of human cancer cell lines	genotyping by array	Homo sapiens	676	2008-11-17	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-38/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-38/
E-MEXP-1337	Transcription profiling by array of human duodenal mucosa from healthy subjects after treatment with the non-steroidal anti-inflammatory drug idomethacin or a placebo	transcription profiling by array	Homo sapiens	32	2008-11-15	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1337/E-MEXP-1337.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1337/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1337/
E-MEXP-1277	Transcription profiling of human peripheral blood mononuclear cells from radiation-exposed workers versus control subjects	transcription profiling by array	Homo sapiens	28	2008-11-15	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1277/E-MEXP-1277.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1277/
E-MEXP-1469	Transcription profiling of human umbilical vein endothelial cells after transfection with the anti-apoptotic protein vFLIP/K13 of human herpesvirus type-8 (HHV-8)	transcription profiling by array	Homo sapiens	2	2008-11-14	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1469/E-MEXP-1469.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1469/E-MEXP-1469.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1469/
E-MEXP-1336	Transcription profiling of human duodenal mucosa samples taken from subjects after ingesting a Lactobacillus plantarum WCFS1 supplement for two weeks	transcription profiling by array	Homo sapiens	16	2008-11-14	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1336/E-MEXP-1336.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1336/E-MEXP-1336.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1336/
E-TABM-540	Transcription profiling of 12 human ovarian clear cell carcinoma cell lines	transcription profiling by array	Homo sapiens	12	2008-11-13	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-540/E-TABM-540.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-540/E-TABM-540.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-540/
E-MEXP-1898	MicroRNA profiling of human gastric MALT lymphoma and normal gastric mucosa	microRNA profiling by array	Homo sapiens	1	2008-11-13	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1898/E-MEXP-1898.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1898/
